Model Pair,Grid ID,Remapped Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Other Player Visible,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Format Errors P-Red,Format Errors P-Blue,Format Errors Judge,Non-Cooperative Baseline P-Red,Non-Cooperative Baseline P-Blue,Joint Reward,Reward P-Red,Reward P-Blue,Gini,Max Possible Reward,Reached Goal P-Red,Reached Goal P-Blue,Total Trades Proposed,Total Trades Proposed P-Red,Total Trades Proposed P-Blue,Total Trades Accepted,Total Trades Accepted P-Red,Total Trades Accepted P-Blue,Total Trades Rejected,Total Trades Rejected P-Red,Total Trades Rejected P-Blue,amount_received_by_P-Red_from_trades,amount_received_by_P-Blue_from_trades,total_trades_failed,Total P4P Arrangements Proposed,Total P4P Arrangements Proposed P-Red,Total P4P Arrangements Proposed P-Blue,Total P4P Arrangements Accepted,Total P4P Arrangements Accepted P-Red,Total P4P Arrangements Accepted P-Blue,Total P4P Arrangements Rejected,Total P4P Arrangements Rejected P-Red,Total P4P Arrangements Rejected P-Blue,Total P4P Promises Kept,Total P4P Promises Kept P-Red,Total P4P Promises Kept P-Blue,Total P4P Promises Broken,Total P4P Promises Broken P-Red,Total P4P Promises Broken P-Blue,Total P4P Amounts Promised to Receive,Total P4P Amounts Promised to Receive P-Red,Total P4P Amounts Promised to Receive P-Blue,Total P4P Amounts Received,Total P4P Amounts Received P-Red,Total P4P Amounts Received P-Blue,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_P-Red,num_tiles_promised_to_receive_from_contract_P-Blue,moves_made_under_strict_contract_P-Red,moves_made_under_strict_contract_P-Blue,contract_moves_blocked_by_partner_shortfall_P-Red,contract_moves_blocked_by_partner_shortfall_P-Blue,points_for_completion_promised_to_P-Red,points_for_completion_promised_to_P-Blue,parity_trades_offered_P-Red,parity_trades_offered_P-Blue,parity_trades_accepted_P-Red,parity_trades_accepted_P-Blue,parity_trades_rejected_P-Red,parity_trades_rejected_P-Blue,extractive_trades_offered_P-Red,extractive_trades_offered_P-Blue,extractive_trades_accepted_P-Red,extractive_trades_accepted_P-Blue,extractive_trades_rejected_P-Red,extractive_trades_rejected_P-Blue,concessionary_trades_offered_P-Red,concessionary_trades_offered_P-Blue,concessionary_trades_accepted_P-Red,concessionary_trades_accepted_P-Blue,concessionary_trades_rejected_P-Red,concessionary_trades_rejected_P-Blue,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
FOUR_1-FOUR_1,82,22,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234116_675883_94224336,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,5,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,82,22,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234130_927957_8345f159,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'R', 'B'], ['B', 'B', 'R', 'R'], ['R', 'R', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,8,0,0,0,0,0,0,75,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,83,23,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234200_584169_514689aa,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,6,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,1,4,2,2,0,0,0,4,2,2,4,2,2,1,3,,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,83,23,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234133_287012_99d38edb,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,9,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,2,0,2,4,2,2,3,3,0,4,2,2,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,83,23,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234138_605630_3ac237fd,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,83,23,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234208_319268_c17daf3e,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['B', 'B', 'B', 'R'], ['B', 'R', 'R', 'R'], ['R', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,10,0,0,0,0,0,0,80,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234233_327559_1c1eb8f1,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,6,0,0,0,0,0,0,140,0,0,0.1428571428571428,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,4,2,2,0,0,0,7,3,4,4,2,2,1,2,,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234223_816718_124d8f0f,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,11,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,0,3,2,1,1,4,2,2,8,5,3,11,4,7,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234232_054594_81885daf,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234236_112439_0b419fa1,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,13,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234309_275454_24783b3a,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,6,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,1,0,1,1,1,0,6,2,4,6,3,3,1,0,1,1,3,,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234247_030325_dccfa791,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,8,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,2,2,0,2,4,2,2,2,0,2,10,4,6,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234301_234749_234da95b,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234320_571341_cf96ec28,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,8,0,0,0,0,0,0,75,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234348_769942_8e0aa94b,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,7,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,4,2,2,1,1,0,9,3,6,4,2,2,1,2,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234341_038104_a95b4594,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,,6,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,0,2,0,2,4,2,2,0,0,0,7,4,3,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234348_578058_bb496be2,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,8,0,0,0,0,0,0,75,0,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,0,3,0,3,3,1,2,2,2,0,4,2,2,3,2,1,1,3,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234352_490882_47a61872,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,8,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234437_721906_bd2903c4,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,7,0,0,0,0,0,0,140,0,0,0.021428571428571352,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,2,1,1,3,0,3,4,2,2,2,1,1,8,3,5,4,2,2,1,3,,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_none_selfish11_opv00,20260527_234408_598069_64308cf7,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,,7,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,1,2,1,0,1,4,2,2,1,1,0,10,4,6,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00,20260527_234436_874359_659cfecb,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,4,0,0,0,0,0,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00,20260527_234447_697966_0eeecd48,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,8,0,0,0,0,0,0,140,0,0,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00,20260527_234520_863176_8d804d34,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,11,0,0,0,0,0,0,75,0,0,0.43333333333333335,140,False,True,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,1,4,0,4,3,2,1,8,2,6,6,2,4,3,1,2,1,3,,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
