Model Pair,Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Non-Cooperative Baseline Player 0,Non-Cooperative Baseline Player 1,Total Score,Score Player 0,Score Player 1,Gini,Max Possible Score,Reached Goal Player 0,Reached Goal Player 1,Total Trades Proposed,Total Trades Accepted,Total Trades Rejected,Total P4P Arrangements Proposed,Total P4P Arrangements Accepted,Total P4P Arrangements Rejected,Total P4P Promises Kept,Total P4P Promises Broken,amount_received_by_0_from_trades,amount_received_by_1_from_trades,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_0,num_tiles_promised_to_receive_from_contract_1,moves_made_under_strict_contract_0,moves_made_under_strict_contract_1,points_for_completion_promised_to_0,points_for_completion_promised_to_1,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
SONNET_4_5-SONNET_4_5,1,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260113_120300_076769_38e254eb,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,1,5,10.0,5,5,5,5,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,1,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260111_174042_569841_b7f0a7a8,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,6,0,70,70,140,95,45,0.1785714285714286,140,True,True,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,5,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,1,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260111_173916_141197_8a3073f6,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,70,70,140,83,57,0.09285714285714275,140,True,True,0,0,0,3,2,1,8,0,0,0,1,3,,0,0,0,0,18,5,0,3,0,3,0
SONNET_4_5-SONNET_4_5,1,ctx1_fog00_p4ptrue_contract_none_selfish11,20260111_173701_451890_0dae280c,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,60,80,0.0714285714285714,140,True,True,0,0,0,1,1,0,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,1,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260113_120300_076898_c98f4bb8,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,70,70,140,55,85,0.1071428571428572,140,True,True,0,0,0,1,0,1,0,0,0,0,1,4,5.0,1,4,1,4,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,1,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260111_174253_935055_c47b2f5e,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,6,0,70,70,140,95,45,0.1785714285714286,140,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,5,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,2,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260111_181706_428945_6e216846,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,70,70,140,70,70,0.0,140,True,True,6,0,6,0,0,0,0,0,0,0,1,3,,0,0,0,0,10,10,0,3,0,3,0
SONNET_4_5-SONNET_4_5,2,ctx1_fog00_p4pfalse_contract_none_selfish11,20260111_181706_428694_10a30d8f,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,70,70,140,60,80,0.0714285714285714,140,True,True,3,1,2,0,0,0,0,0,2,4,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,2,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260113_120300_077068_6b5f1f6d,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,70,70,140,70,70,0.0,140,True,True,3,0,3,0,0,0,0,0,0,0,1,3,6.0,2,4,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,2,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260111_181706_429260_11908ad3,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,6,0,70,70,140,70,70,0.0,140,True,True,2,2,0,0,0,0,0,0,3,4,1,4,,0,0,1,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,2,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260111_181706_429303_f6c84574,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,70,70,140,75,65,0.03571428571428581,140,True,True,0,0,0,1,1,0,4,0,0,0,1,5,,0,0,0,0,11,6,0,3,0,3,0
SONNET_4_5-SONNET_4_5,2,ctx1_fog00_p4ptrue_contract_none_selfish11,20260111_181706_428503_a5048064,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,75,65,0.03571428571428581,140,True,True,0,0,0,2,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,2,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260113_120300_077306_c4f6b144,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,3,1,2,0,0,0,0,1,3,3.0,1,2,1,2,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,2,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260111_181706_429500_22cf0b20,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,6,0,70,70,140,55,85,0.1071428571428572,140,True,True,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,1,4,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,3,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260111_182232_046722_f585a7c8,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,70,70,140,67,73,0.021428571428571352,140,True,True,3,2,1,0,0,0,0,0,4,4,1,5,,0,0,0,0,0,3,0,3,0,3,0
SONNET_4_5-SONNET_4_5,3,ctx1_fog00_p4pfalse_contract_none_selfish11,20260111_182026_392228_8a5088e1,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,70,70,140,60,80,0.0714285714285714,140,True,True,4,2,2,0,0,0,0,0,2,4,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,3,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260113_120300_077630_e48395cf,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,1,0,1,0,0,0,0,0,0,0,1,3,7.0,3,4,3,4,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,3,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260111_182235_191813_ba1d8067,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,7,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,3,4,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,3,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260111_182234_570317_f46e5c93,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,2,1,1,3,0,0,0,1,3,,0,0,0,0,16,16,0,3,0,3,0
SONNET_4_5-SONNET_4_5,3,ctx1_fog00_p4ptrue_contract_none_selfish11,20260111_182030_245356_e0525d07,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,5,2,3,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,3,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260113_120300_078872_d0da814e,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,70,70,140,50,90,0.1428571428571428,140,True,True,0,0,0,4,2,2,4,0,0,0,1,2,6.0,3,3,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,3,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260111_182323_244469_f030255b,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,7,0,70,70,140,85,55,0.1071428571428572,140,True,True,0,0,0,1,0,1,0,0,0,0,1,2,,0,0,3,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,4,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260111_185323_246735_7a2fdd53,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,70,70,140,62,78,0.05714285714285716,140,True,True,3,1,2,0,0,0,0,0,2,4,1,4,,0,0,0,0,11,9,0,3,0,3,0
SONNET_4_5-SONNET_4_5,4,ctx1_fog00_p4pfalse_contract_none_selfish11,20260111_185323_246147_a5976fe5,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,70,70,140,70,70,0.0,140,True,True,1,1,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,4,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260113_125055_620717_df1e104d,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,70,70,140,75,65,0.03571428571428581,140,True,True,3,2,1,0,0,0,0,0,4,3,0,5,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,4,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260111_185323_247195_9f37b1d3,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,6,0,70,70,140,90,50,0.1428571428571428,140,True,True,1,0,1,0,0,0,0,0,0,0,1,5,,0,0,5,1,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,4,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260111_185323_246895_aefe1bbd,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,70,70,140,67,73,0.021428571428571352,140,True,True,0,0,0,1,1,0,5,0,0,0,1,3,,0,0,0,0,5,3,0,3,0,3,0
SONNET_4_5-SONNET_4_5,4,ctx1_fog00_p4ptrue_contract_none_selfish11,20260111_185323_246307_e32a57ea,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,1,1,0,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,4,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260113_125100_537525_27f5d2a5,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,1,5,5.0,2,3,2,3,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,4,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260111_185323_247234_1125e868,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'R', 'B'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,6,0,70,70,140,95,45,0.1785714285714286,140,True,True,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,5,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,5,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260111_185842_700760_57d02ebb,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,70,70,140,70,70,0.0,140,True,True,1,1,0,0,0,0,0,0,4,4,1,3,,0,0,0,0,8,8,0,3,0,3,0
SONNET_4_5-SONNET_4_5,5,ctx1_fog00_p4pfalse_contract_none_selfish11,20260111_185618_692830_a758e12c,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,70,70,140,70,70,0.0,140,True,True,2,2,0,0,0,0,0,0,5,5,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,5,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260113_125103_220756_7e3c5e75,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,70,70,140,85,55,0.1071428571428572,140,True,True,2,0,2,0,0,0,0,0,0,0,1,5,5.0,4,1,4,1,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,5,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260111_185908_362716_83921448,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,4,0,70,70,0,0,0,0.0,140,False,False,4,0,4,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,5,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260111_185858_377549_0ebc7f67,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,70,70,140,85,55,0.1071428571428572,140,True,True,0,0,0,1,1,0,5,0,0,0,1,5,,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,5,ctx1_fog00_p4ptrue_contract_none_selfish11,20260111_185649_457419_4f194910,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,60,80,0.0714285714285714,140,True,True,0,0,0,1,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
SONNET_4_5-SONNET_4_5,5,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260113_125126_908581_d892b8a5,SONNET_4_5-SONNET_4_5,True,"[False, False]","[['G', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['B', 'B', 'R', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,70,70,140,75,65,0.03571428571428581,140,True,True,0,0,0,1,0,1,0,0,0,0,1,4,8.0,4,4,4,3,0,0,0,3,0,3,0
