Model Pair,Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Non-Cooperative Baseline P-Red,Non-Cooperative Baseline P-Blue,Joint Reward,Reward P-Red,Reward P-Blue,Gini,Max Possible Reward,Reached Goal P-Red,Reached Goal P-Blue,Total Trades Proposed,Total Trades Proposed P-Red,Total Trades Proposed P-Blue,Total Trades Accepted,Total Trades Accepted P-Red,Total Trades Accepted P-Blue,Total Trades Rejected,Total Trades Rejected P-Red,Total Trades Rejected P-Blue,amount_received_by_P-Red_from_trades,amount_received_by_P-Blue_from_trades,total_trades_failed,Total P4P Arrangements Proposed,Total P4P Arrangements Proposed P-Red,Total P4P Arrangements Proposed P-Blue,Total P4P Arrangements Accepted,Total P4P Arrangements Accepted P-Red,Total P4P Arrangements Accepted P-Blue,Total P4P Arrangements Rejected,Total P4P Arrangements Rejected P-Red,Total P4P Arrangements Rejected P-Blue,Total P4P Promises Kept,Total P4P Promises Kept P-Red,Total P4P Promises Kept P-Blue,Total P4P Promises Broken,Total P4P Promises Broken P-Red,Total P4P Promises Broken P-Blue,Total P4P Amounts Promised to Receive,Total P4P Amounts Promised to Receive P-Red,Total P4P Amounts Promised to Receive P-Blue,Total P4P Amounts Received,Total P4P Amounts Received P-Red,Total P4P Amounts Received P-Blue,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_P-Red,num_tiles_promised_to_receive_from_contract_P-Blue,moves_made_under_strict_contract_O-Red,moves_made_under_strict_contract_P-Blue,contract_moves_blocked_by_partner_shortfall_P-Red,contract_moves_blocked_by_partner_shortfall_P-Blue,points_for_completion_promised_to_P-Red,points_for_completion_promised_to_P-Blue,parity_trades_offered_0,parity_trades_offered_1,parity_trades_accepted_0,parity_trades_accepted_1,parity_trades_rejected_0,parity_trades_rejected_1,extractive_trades_offered_0,extractive_trades_offered_1,extractive_trades_accepted_0,extractive_trades_accepted_1,extractive_trades_rejected_0,extractive_trades_rejected_1,concessionary_trades_offered_0,concessionary_trades_offered_1,concessionary_trades_accepted_0,concessionary_trades_accepted_1,concessionary_trades_rejected_0,concessionary_trades_rejected_1,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
QWEN_3_30B-QWEN_3_30B,1,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_195641_997084_1c86efb1,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,1,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_125444_671752_b60f4924,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,8,0,70,70,70,70,0,0.5,140,True,False,4,2,2,4,2,2,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,1,0,0,0,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,1,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260120_195641_997550_e435851c,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,7,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,1,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_195641_996903_ad191196,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,1,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_195641_997137_2394e0a8,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,1,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_125444_671875_a8a5b445,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,12,0,70,70,60,60,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,2,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_125444_672471_1ac2c3ad,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,7,0,70,70,140,70,70,0.0,140,True,True,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,2,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_195641_997814_4d10415b,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,2,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_125444_671990_6fbae4c6,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,7,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,2,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_125444_672852_d2122061,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,8,0,70,70,70,70,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,2,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260120_125444_672601_1c1075d6,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,7,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,2,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_195641_997936_0dc74aed,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,2,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_125444_672210_35e94560,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,8,0,70,70,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,2,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_125444_673067_f1c82fed,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'R', 'R'], ['B', 'R', 'B', 'R'], ['B', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,9,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,3,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_132227_331927_c9e89fce,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,3,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_201905_459448_aebc6a95,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,7,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,3,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_131900_457793_b505f649,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9.0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,3,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_132707_929354_ce0f16a8,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,8,0,70,70,70,70,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,3,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260120_132639_711759_fb4c5128,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,3,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_202019_097096_2d9dad8e,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,3,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_132140_434629_c52f4922,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
QWEN_3_30B-QWEN_3_30B,3,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_132726_028419_f860c3a7,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,13,0,70,70,70,70,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
