Model Pair,Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Non-Cooperative Baseline Player 0,Non-Cooperative Baseline Player 1,Total Score,Score Player 0,Score Player 1,Gini,Max Possible Score,Reached Goal Player 0,Reached Goal Player 1,Total Trades Proposed,Total Trades Accepted,Total Trades Rejected,Total P4P Arrangements Proposed,Total P4P Arrangements Accepted,Total P4P Arrangements Rejected,Total P4P Promises Kept,Total P4P Promises Broken,amount_received_by_0_from_trades,amount_received_by_1_from_trades,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_0,num_tiles_promised_to_receive_from_contract_1,moves_made_under_strict_contract_0,moves_made_under_strict_contract_1,points_for_completion_promised_to_0,points_for_completion_promised_to_1,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
FOUR_1-FOUR_1,0,ctx1_fog00_p4pfalse_contract_none,20251212_160134_454169_0707c5dd,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,70,70,140,70,70,0.0,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_405B-LLAMA_405B,0,ctx1_fog00_p4pfalse_contract_none_selfish11,20260107_145539_573393_0d2cf87b,LLAMA_405B-LLAMA_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,9,0,70,70,140,50,90,0.1428571428571428,140,True,True,9,3,6,0,0,0,0,0,5,9,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
Claude_Sonnet_4-Claude_Sonnet_4,0,ctx1_fog00_p4pfalse_contract_strict,20250919_154541,Claude_Sonnet_4-Claude_Sonnet_4,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,3,0,3,0
Llama_405B-Llama_405B,0,ctx1_fog00_p4pfalse_contract_strict,20250921_210326,Llama_405B-Llama_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,10,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,3,0,3,0
FOUR_1-FOUR_1,0,ctx1_fog00_p4pfalse_contract_strict,20251112_153556_667293_fb57520b,default,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,65,65,130,50,80,0.11538461538461542,130,True,True,0,0,0,0,0,0,0,0,0,0,1,2,5.0,1,4,0,0,0,0,0,3,0,3,0
LLAMA_405B-LLAMA_405B,0,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260107_145539_573636_48f2905e,LLAMA_405B-LLAMA_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,8,0,70,70,65,0,65,0.5,140,False,True,9,5,4,0,0,0,0,0,5,6,1,3,6.0,4,2,4,2,0,0,0,3,0,3,0
LLAMA_70B-LLAMA_70B,0,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260107_152841_528771_10e5f35c,LLAMA_70B-LLAMA_70B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,8,0,70,70,140,95,45,0.1785714285714286,140,True,True,11,2,9,0,0,0,0,0,4,2,1,3,4.0,3,1,3,0,0,0,0,3,0,3,0
Claude_Sonnet_4-Claude_Sonnet_4,0,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250919_155305,Claude_Sonnet_4-Claude_Sonnet_4,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,6,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,3,0,3,0
Llama_405B-Llama_405B,0,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation,20250921_210714,Llama_405B-Llama_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,7,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,3,0,3,0
LLAMA_405B-LLAMA_405B,0,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260107_145539_574198_f57f0e5d,LLAMA_405B-LLAMA_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,9,0,70,70,65,0,65,0.5,140,False,True,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,1,0,0,0,0,3,0,3,0
LLAMA_405B-LLAMA_405B,0,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260107_145539_574036_a7730339,LLAMA_405B-LLAMA_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,8,0,70,70,60,9,51,0.3500000000000001,140,False,True,0,0,0,3,1,2,2,0,0,0,1,3,,0,0,0,0,9,4,0,3,0,3,0
LLAMA_70B-LLAMA_70B,0,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11,20260107_152841_531611_7685b40f,LLAMA_70B-LLAMA_70B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,contract_for_finishing,9,0,70,70,140,68,72,0.014285714285714235,140,True,True,0,0,0,5,1,4,4,1,0,0,1,3,,0,0,0,0,5,7,0,3,0,3,0
Claude_Sonnet_4-Claude_Sonnet_4,0,ctx1_fog00_p4ptrue_contract_none,20250919_154251,Claude_Sonnet_4-Claude_Sonnet_4,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
Llama_405B-Llama_405B,0,ctx1_fog00_p4ptrue_contract_none,20250921_210125,Llama_405B-Llama_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,65,65,130,65,65,0.0,130,True,True,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_405B-LLAMA_405B,0,ctx1_fog00_p4ptrue_contract_none_selfish11,20260107_145539_573526_4811f03d,LLAMA_405B-LLAMA_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,10,0,70,70,140,75,65,0.03571428571428581,140,True,True,0,0,0,4,2,2,1,4,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_70B-LLAMA_70B,0,ctx1_fog00_p4ptrue_contract_none_selfish11,20260107_152841_527318_c9b6e9fc,LLAMA_70B-LLAMA_70B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,8,0,70,70,140,80,60,0.0714285714285714,140,True,True,0,0,0,4,1,3,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
LLAMA_405B-LLAMA_405B,0,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260107_145539_573735_a6fc3bff,LLAMA_405B-LLAMA_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,strict,3,0,70,70,0,0,0,0.0,140,False,False,0,0,0,2,0,2,0,0,0,0,1,3,4.0,3,1,0,0,0,0,0,3,0,3,0
LLAMA_405B-LLAMA_405B,0,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260107_145539_574298_6ac7bb2b,LLAMA_405B-LLAMA_405B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,11,0,70,70,80,0,80,0.5,140,False,True,0,0,0,1,0,1,0,0,0,0,1,4,,0,0,0,2,0,0,0,3,0,3,0
LLAMA_70B-LLAMA_70B,0,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260107_152841_534636_7057bbdf,LLAMA_70B-LLAMA_70B,True,"[False, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,tile_with_judge_implementation,5,0,70,70,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog01_p4pfalse_contract_contract_for_finishing,20250921_215313,GPT_4.1-GPT_4.1_fog_of_war,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,10,10,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog01_p4pfalse_contract_none,20250921_214825,GPT_4.1-GPT_4.1_fog_of_war,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,10,0,65,65,65,65,0,0.5,130,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog01_p4pfalse_contract_strict,20250921_214933,GPT_4.1-GPT_4.1_fog_of_war,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,65,65,130,40,90,0.1923076923076923,130,True,True,0,0,0,0,0,0,0,0,0,0,1,2,6.0,1,5,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog01_p4pfalse_contract_tile_with_judge_implementation,20250921_215642,GPT_4.1-GPT_4.1_fog_of_war,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,6,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog01_p4ptrue_contract_none,20250921_214633,GPT_4.1-GPT_4.1_fog_of_war,True,"[False, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,8,0,65,65,65,65,0,0.5,130,True,False,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog10_p4pfalse_contract_contract_for_finishing,20250921_215400,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,65,65,130,65,65,0.0,130,True,True,3,0,3,0,0,0,0,0,0,0,1,2,,0,0,0,0,10,10,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog10_p4pfalse_contract_none,20250921_214851,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,65,65,130,65,65,0.0,130,True,True,3,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog10_p4pfalse_contract_strict,20250921_215054,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,6,0,65,65,130,70,60,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,0,0,0,1,2,2.0,1,1,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog10_p4pfalse_contract_tile_with_judge_implementation,20250921_215811,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,6,0,65,65,130,70,60,0.03846153846153855,130,True,True,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog10_p4ptrue_contract_none,20250921_214704,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, False]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,65,65,130,65,65,0.0,130,True,True,3,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog11_p4pfalse_contract_contract_for_finishing,20250921_215500,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,65,65,130,65,65,0.0,130,True,True,2,2,0,0,0,0,0,0,4,4,1,2,,0,0,0,0,7,7,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog11_p4pfalse_contract_none,20250921_214912,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,7,0,65,65,130,60,70,0.03846153846153855,130,True,True,1,1,0,0,0,0,0,0,2,3,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog11_p4pfalse_contract_strict,20250921_215213,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,strict,8,0,65,65,65,65,0,0.5,130,True,False,0,0,0,0,0,0,0,0,0,0,1,2,2.0,1,1,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog11_p4pfalse_contract_tile_with_judge_implementation,20250921_215921,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,tile_with_judge_implementation,8,0,65,65,70,70,0,0.5,130,True,False,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,3,0,3,0
GPT_4.1-GPT_4.1,0,ctx1_fog11_p4ptrue_contract_none,20250921_214733,GPT_4.1-GPT_4.1_fog_of_war,True,"[True, True]","[['G', 'R', 'B', 'R'], ['B', 'R', 'R', 'R'], ['B', 'B', 'B', 'R'], ['R', 'B', 'B', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),True,,6,0,65,65,130,55,75,0.07692307692307687,130,True,True,1,1,0,0,0,0,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
Claude_Sonnet_4-Claude_Sonnet_4,1,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250919_160121,Claude_Sonnet_4-Claude_Sonnet_4,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,65,65,130,58,72,0.05384615384615388,130,True,True,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,4,11,0,3,0,3,0
DeepSeek_R1-DeepSeek_R1,1,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250919_212450,DeepSeek_R1-DeepSeek_R1,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,10,0,65,65,65,59,6,0.4076923076923078,130,True,False,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,6,6,0,3,0,3,0
Llama_405B-Llama_405B,1,ctx1_fog00_p4pfalse_contract_contract_for_finishing,20250921_212526,Llama_405B-Llama_405B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,10,10,0,3,0,3,0
LLAMA_405B-LLAMA_405B,1,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260107_145539_574843_d46c6084,LLAMA_405B-LLAMA_405B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,8,0,70,70,140,52,88,0.12857142857142856,140,True,True,4,3,1,0,0,0,0,0,8,12,1,4,,0,0,0,0,6,4,0,3,0,3,0
LLAMA_70B-LLAMA_70B,1,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260107_152841_551864_2f05522e,LLAMA_70B-LLAMA_70B,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,contract_for_finishing,6,0,70,70,140,65,75,0.03571428571428581,140,True,True,6,2,4,0,0,0,0,0,3,5,1,4,,0,0,0,0,10,5,0,3,0,3,0
Claude_Sonnet_4-Claude_Sonnet_4,1,ctx1_fog00_p4pfalse_contract_none,20250919_155617,Claude_Sonnet_4-Claude_Sonnet_4,True,"[False, False]","[['G', 'B', 'B', 'B'], ['R', 'R', 'B', 'B'], ['R', 'R', 'R', 'B'], ['B', 'R', 'R', 'G']]",Independent (Both have optimal paths),Independent (Both have optimal paths),False,,6,0,65,65,130,65,65,0.0,130,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,3,0
