Model Pair,Grid ID,Remapped Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Other Player Visible,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Contract Only,Negotiation Internal Reasoning,Total Turns,Format Errors,Format Errors P-Red,Format Errors P-Blue,Format Errors Judge,Non-Cooperative Baseline P-Red,Non-Cooperative Baseline P-Blue,Joint Reward,Reward P-Red,Reward P-Blue,Gini,Max Possible Reward,Reached Goal P-Red,Reached Goal P-Blue,Total Trades Proposed,Total Trades Proposed P-Red,Total Trades Proposed P-Blue,Total Trades Accepted,Total Trades Accepted P-Red,Total Trades Accepted P-Blue,Total Trades Rejected,Total Trades Rejected P-Red,Total Trades Rejected P-Blue,amount_received_by_P-Red_from_trades,amount_received_by_P-Blue_from_trades,total_trades_failed,Total P4P Arrangements Proposed,Total P4P Arrangements Proposed P-Red,Total P4P Arrangements Proposed P-Blue,Total P4P Arrangements Accepted,Total P4P Arrangements Accepted P-Red,Total P4P Arrangements Accepted P-Blue,Total P4P Arrangements Rejected,Total P4P Arrangements Rejected P-Red,Total P4P Arrangements Rejected P-Blue,Total P4P Promises Kept,Total P4P Promises Kept P-Red,Total P4P Promises Kept P-Blue,Total P4P Promises Broken,Total P4P Promises Broken P-Red,Total P4P Promises Broken P-Blue,Total P4P Amounts Promised to Receive,Total P4P Amounts Promised to Receive P-Red,Total P4P Amounts Promised to Receive P-Blue,Total P4P Amounts Received,Total P4P Amounts Received P-Red,Total P4P Amounts Received P-Blue,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_P-Red,num_tiles_promised_to_receive_from_contract_P-Blue,moves_made_under_strict_contract_P-Red,moves_made_under_strict_contract_P-Blue,contract_moves_blocked_by_partner_shortfall_P-Red,contract_moves_blocked_by_partner_shortfall_P-Blue,points_for_completion_promised_to_P-Red,points_for_completion_promised_to_P-Blue,parity_trades_offered_P-Red,parity_trades_offered_P-Blue,parity_trades_accepted_P-Red,parity_trades_accepted_P-Blue,parity_trades_rejected_P-Red,parity_trades_rejected_P-Blue,extractive_trades_offered_P-Red,extractive_trades_offered_P-Blue,extractive_trades_accepted_P-Red,extractive_trades_accepted_P-Blue,extractive_trades_rejected_P-Red,extractive_trades_rejected_P-Blue,concessionary_trades_offered_P-Red,concessionary_trades_offered_P-Blue,concessionary_trades_accepted_P-Red,concessionary_trades_accepted_P-Blue,concessionary_trades_rejected_P-Red,concessionary_trades_rejected_P-Blue,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_contractonly_nir,20260531_174905_631689_c7ba42f1,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00_contractonly_nir,20260531_174816_116320_6ebb0ad9,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_strict_selfish11_contractonly_nir,20260531_222702_646310_097c2a84,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00_contractonly_nir,20260531_174717_090982_57c24c3f,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_contractonly_nir,20260531_174951_646555_2d28d138,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,84,24,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00_contractonly_nir,20260531_174936_106010_4cf61149,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['B', 'R', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_contractonly_nir,20260531_175249_949215_b58d6497,default,True,"[False, False]","[True, True]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00_contractonly_nir,20260531_175159_746879_6329805a,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_strict_selfish11_contractonly_nir,20260531_222802_656591_6ced18b2,default,True,"[False, False]","[True, True]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00_contractonly_nir,20260531_222732_651982_48680a27,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_contractonly_nir,20260531_175341_962826_00c9d6eb,default,True,"[False, False]","[True, True]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,85,25,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00_contractonly_nir,20260531_175319_450272_d312ca7c,default,True,"[False, False]","[False, False]","[['G', 'R', 'B', 'R'], ['R', 'R', 'B', 'B'], ['R', 'B', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_contractonly_nir,20260531_175610_954432_cf879224,default,True,"[False, False]","[True, True]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00_contractonly_nir,20260531_175514_996283_0d00e927,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_strict_selfish11_contractonly_nir,20260531_175437_654325_d4dc0376,default,True,"[False, False]","[True, True]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00_contractonly_nir,20260531_222832_663055_56818b78,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_contractonly_nir,20260531_175657_086571_811c48ce,default,True,"[False, False]","[True, True]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,86,26,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00_contractonly_nir,20260531_175648_766129_03b39d0c,default,True,"[False, False]","[False, False]","[['G', 'R', 'R', 'R'], ['R', 'R', 'B', 'B'], ['B', 'B', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_contractonly_nir,20260531_175824_017706_9a73e15d,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00_contractonly_nir,20260531_175813_148080_edbd51cc,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_strict_selfish11_contractonly_nir,20260531_175733_154901_e6ca87bf,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00_contractonly_nir,20260531_175716_542540_c3228a98,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_contractonly_nir,20260531_175925_618234_21ef6c4e,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,87,27,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00_contractonly_nir,20260531_175924_646122_010522ba,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'R'], ['B', 'B', 'R', 'B'], ['R', 'R', 'B', 'R'], ['B', 'B', 'R', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_contractonly_nir,20260531_180116_950994_7a1cb43a,default,True,"[False, False]","[True, True]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00_contractonly_nir,20260531_180107_766977_63d90b68,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_strict_selfish11_contractonly_nir,20260531_180018_194383_09fa6337,default,True,"[False, False]","[True, True]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00_contractonly_nir,20260531_180000_550926_48f73aac,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_contractonly_nir,20260531_180216_830375_a9a25561,default,True,"[False, False]","[True, True]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,88,28,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_opv00_contractonly_nir,20260531_180215_544611_553f5885,default,True,"[False, False]","[False, False]","[['G', 'B', 'B', 'R'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_contractonly_nir,20260531_222932_688375_7d62880d,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_contract_for_finishing_selfish11_opv00_contractonly_nir,20260531_222902_668318_7e9b2632,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,contract_for_finishing,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_strict_selfish11_contractonly_nir,20260531_180321_884390_0eb45c83,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_strict_selfish11_opv00_contractonly_nir,20260531_180240_461214_4dd0129b,default,True,"[False, False]","[False, False]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,strict,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
FOUR_1-FOUR_1,89,29,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11_contractonly_nir,20260531_180609_086025_a18b85b4,default,True,"[False, False]","[True, True]","[['G', 'B', 'R', 'B'], ['R', 'B', 'R', 'R'], ['B', 'R', 'R', 'B'], ['B', 'R', 'B', 'G']]",Mutual Dependency,"MD (2,2)",True,tile_with_judge_implementation,True,True,1,0,0,0,0,0,0,0,0,0,0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0
